OrderID,Date,Product,Category,Region,Quantity,Price,Sales,Discount,Profit,NetSales,ProfitMarginPct,Month,MonthName
ORD1244,2024-05-27,Paper Ream,Stationery,West,2,129.95,259.9,0.0,90.96,259.9,35.0,5,May
ORD1245,2024-12-17,Paper Ream,Stationery,South,2,167.61,335.22,0.0,117.33,335.22,35.0,12,December
ORD1246,2024-07-17,Desk Lamp,Furniture,South,2,803.45,1606.9,0.0,321.38,1606.9,20.0,7,July
ORD1247,2024-11-03,Paper Ream,Stationery,North,1,303.41,303.41,0.0,106.19,303.41,35.0,11,November
ORD1248,2024-05-07,Keyboard,Electronics,North,5,636.82,3184.1,0.0,636.82,3184.1,20.0,5,May
ORD1249,2024-02-08,Desk Organizer,Furniture,West,1,889.55,889.55,0.05,169.01,845.07,20.0,2,February
ORD1250,2024-12-03,Office Chair,Furniture,South,1,829.93,829.93,0.15,141.09,705.44,20.0,12,December
ORD1251,2024-12-25,Desk Organizer,Furniture,West,1,989.29,989.29,0.0,197.86,989.29,20.0,12,December
ORD1252,2024-05-08,Monitor 24inch,Electronics,East,3,746.43,2239.29,0.0,447.86,2239.29,20.0,5,May
ORD1253,2024-09-23,Desk Organizer,Furniture,South,2,823.29,1646.58,0.0,329.32,1646.58,20.0,9,September
ORD1254,2024-05-30,Office Chair,Furniture,North,1,943.41,943.41,0.0,188.68,943.41,20.0,5,May
ORD1255,2024-10-24,Backpack,Accessories,South,2,50.0,100.0,0.15,29.75,85.0,35.0,10,October
ORD1256,2024-04-08,Keyboard,Electronics,East,4,732.93,2931.72,0.05,557.03,2785.13,20.0,4,April
ORD1257,2024-09-19,Desk Lamp,Furniture,North,1,845.27,845.27,0.0,169.05,845.27,20.0,9,September
ORD1258,2024-09-08,Paper Ream,Stationery,East,1,337.86,337.86,0.0,118.25,337.86,35.0,9,September
ORD1259,2024-05-23,Monitor 24inch,Electronics,Central,1,792.11,792.11,0.0,158.42,792.11,20.0,5,May
ORD1260,2024-12-11,Keyboard,Electronics,Central,5,626.24,3131.2,0.0,626.24,3131.2,20.0,12,December
ORD1261,2024-04-21,Monitor 24inch,Electronics,North,2,536.14,1072.28,0.0,214.46,1072.28,20.0,4,April
ORD1262,2024-02-29,Pen Set,Stationery,East,1,179.26,179.26,0.0,62.74,179.26,35.0,2,February
ORD1263,2024-01-02,Stapler,Stationery,Central,1,82.31,82.31,0.15,24.49,69.96,35.01,1,January
ORD1264,2024-10-30,Desk Lamp,Furniture,North,1,878.02,878.02,0.0,175.6,878.02,20.0,10,October
ORD1265,2024-09-10,Pen Set,Stationery,Central,1,138.1,138.1,0.0,48.33,138.1,35.0,9,September
ORD1266,2024-05-19,Keyboard,Electronics,East,1,794.53,794.53,0.1,143.02,715.08,20.0,5,May
ORD1267,2024-02-06,Printer,Electronics,East,1,829.2,829.2,0.0,165.84,829.2,20.0,2,February
ORD1268,2024-06-08,Keyboard,Electronics,Central,1,649.82,649.82,0.1,116.97,584.84,20.0,6,June
ORD1269,2024-01-09,Coffee Maker,Appliances,North,1,973.25,973.25,0.15,165.45,827.26,20.0,1,January
ORD1270,2024-08-20,Keyboard,Electronics,Central,1,841.13,841.13,0.05,159.81,799.07,20.0,8,August
ORD1271,2024-04-08,Office Chair,Furniture,East,2,854.81,1709.62,0.05,324.83,1624.14,20.0,4,April
ORD1272,2024-05-26,Notebook,Stationery,West,1,173.58,173.58,0.05,57.72,164.9,35.0,5,May
ORD1273,2024-10-30,Notebook,Stationery,Central,1,235.08,235.08,0.0,82.28,235.08,35.0,10,October
ORD1274,2024-07-26,Headphones,Electronics,Central,1,718.83,718.83,0.0,143.77,718.83,20.0,7,July
ORD1275,2024-05-10,Backpack,Accessories,South,1,366.11,366.11,0.0,128.14,366.11,35.0,5,May
ORD1276,2024-05-31,Monitor 24inch,Electronics,West,1,900.88,900.88,0.0,180.18,900.88,20.0,5,May
ORD1277,2024-02-23,Pen Set,Stationery,East,1,71.69,71.69,0.0,25.09,71.69,35.0,2,February
ORD1278,2024-04-29,Water Bottle,Accessories,East,1,95.72,95.72,0.0,33.5,95.72,35.0,4,April
ORD1279,2024-06-09,Backpack,Accessories,North,1,50.0,50.0,0.0,17.5,50.0,35.0,6,June
ORD1280,2024-04-25,Printer,Electronics,East,2,683.96,1367.92,0.0,273.58,1367.92,20.0,4,April
ORD1281,2024-03-15,Coffee Maker,Appliances,East,5,794.27,3971.35,0.0,794.27,3971.35,20.0,3,March
ORD1282,2024-04-22,Backpack,Accessories,West,1,330.41,330.41,0.0,115.64,330.41,35.0,4,April
ORD1283,2024-04-13,Monitor 24inch,Electronics,West,1,905.28,905.28,0.0,181.06,905.28,20.0,4,April
ORD1284,2024-12-05,Printer,Electronics,East,1,770.34,770.34,0.0,154.07,770.34,20.0,12,December
ORD1285,2024-09-10,Coffee Maker,Appliances,South,1,718.16,718.16,0.0,143.63,718.16,20.0,9,September
ORD1286,2024-08-14,Office Chair,Furniture,West,1,1015.72,1015.72,0.05,192.99,964.93,20.0,8,August
ORD1287,2024-04-21,Backpack,Accessories,West,1,226.9,226.9,0.0,79.41,226.9,35.0,4,April
ORD1288,2024-04-08,Backpack,Accessories,South,1,317.92,317.92,0.0,111.27,317.92,35.0,4,April
ORD1289,2024-06-01,Water Bottle,Accessories,Central,3,260.96,782.88,0.0,274.01,782.88,35.0,6,June
ORD1290,2024-12-14,Desk Lamp,Furniture,West,1,883.79,883.79,0.05,167.92,839.6,20.0,12,December
ORD1291,2024-12-03,Coffee Maker,Appliances,North,2,847.22,1694.44,0.0,338.89,1694.44,20.0,12,December
ORD1292,2024-07-12,Desk Lamp,Furniture,East,2,958.09,1916.18,0.0,383.24,1916.18,20.0,7,July
ORD1293,2024-11-05,Office Chair,Furniture,West,1,823.71,823.71,0.0,164.74,823.71,20.0,11,November
ORD1294,2024-06-11,Paper Ream,Stationery,Central,2,71.83,143.66,0.1,45.25,129.29,35.0,6,June
ORD1295,2024-07-26,Water Bottle,Accessories,East,1,91.93,91.93,0.15,27.35,78.14,35.0,7,July
ORD1296,2024-06-17,Mouse,Electronics,West,1,862.74,862.74,0.0,172.55,862.74,20.0,6,June
ORD1297,2024-06-09,Mouse,Electronics,South,1,731.16,731.16,0.0,146.23,731.16,20.0,6,June
ORD1298,2024-03-08,Coffee Maker,Appliances,West,2,804.56,1609.12,0.0,321.82,1609.12,20.0,3,March
ORD1299,2024-10-15,Paper Ream,Stationery,South,1,164.4,164.4,0.0,57.54,164.4,35.0,10,October
ORD1300,2024-10-03,Backpack,Accessories,North,1,119.11,119.11,0.1,37.52,107.2,35.0,10,October
ORD1301,2024-10-30,Desk Lamp,Furniture,Central,2,599.77,1199.54,0.05,227.91,1139.56,20.0,10,October
ORD1302,2024-05-14,Backpack,Accessories,Central,1,50.0,50.0,0.15,14.87,42.5,34.99,5,May
ORD1303,2024-07-13,Monitor 24inch,Electronics,North,1,624.28,624.28,0.1,112.37,561.85,20.0,7,July
ORD1304,2024-05-07,Desk Organizer,Furniture,South,1,1002.07,1002.07,0.0,200.41,1002.07,20.0,5,May
ORD1305,2024-02-02,Backpack,Accessories,East,2,94.93,189.86,0.1,59.81,170.87,35.0,2,February
ORD1306,2024-06-24,Office Chair,Furniture,South,1,878.28,878.28,0.1,158.09,790.45,20.0,6,June
ORD1307,2024-01-22,Stapler,Stationery,North,1,50.0,50.0,0.0,17.5,50.0,35.0,1,January
ORD1308,2024-08-25,Notebook,Stationery,South,1,74.93,74.93,0.05,24.91,71.18,35.0,8,August
ORD1309,2024-06-06,Mouse,Electronics,Central,3,847.5,2542.5,0.0,508.5,2542.5,20.0,6,June
ORD1310,2024-02-07,Desk Organizer,Furniture,North,1,796.93,796.93,0.0,159.39,796.93,20.0,2,February
ORD1311,2024-08-17,Mouse,Electronics,West,2,940.73,1881.46,0.0,376.29,1881.46,20.0,8,August
ORD1312,2024-12-30,Headphones,Electronics,Central,1,937.85,937.85,0.0,187.57,937.85,20.0,12,December
ORD1313,2024-02-20,Office Chair,Furniture,West,1,591.23,591.23,0.15,100.51,502.55,20.0,2,February
ORD1314,2024-09-20,Mouse,Electronics,West,1,644.64,644.64,0.05,122.48,612.41,20.0,9,September
ORD1315,2024-10-09,Office Chair,Furniture,South,1,939.3,939.3,0.15,159.68,798.4,20.0,10,October
ORD1316,2024-01-27,Backpack,Accessories,North,1,159.22,159.22,0.0,55.73,159.22,35.0,1,January
ORD1317,2024-08-13,Headphones,Electronics,North,2,646.04,1292.08,0.0,258.42,1292.08,20.0,8,August
ORD1318,2024-10-03,Paper Ream,Stationery,West,1,330.09,330.09,0.0,115.53,330.09,35.0,10,October
ORD1319,2024-10-12,Office Chair,Furniture,South,1,902.03,902.03,0.0,180.41,902.03,20.0,10,October
ORD1320,2024-04-06,Paper Ream,Stationery,Central,2,111.4,222.8,0.05,74.08,211.66,35.0,4,April
ORD1321,2024-10-10,Mouse,Electronics,North,2,1049.21,2098.42,0.0,419.68,2098.42,20.0,10,October
ORD1322,2024-11-12,Coffee Maker,Appliances,South,2,768.91,1537.82,0.0,307.56,1537.82,20.0,11,November
ORD1323,2024-10-30,Headphones,Electronics,North,1,776.44,776.44,0.0,155.29,776.44,20.0,10,October
ORD1324,2024-05-26,Mouse,Electronics,South,3,887.92,2663.76,0.0,532.75,2663.76,20.0,5,May
ORD1325,2024-01-04,Paper Ream,Stationery,West,1,140.31,140.31,0.0,49.11,140.31,35.0,1,January
ORD1326,2024-02-04,Backpack,Accessories,Central,1,259.96,259.96,0.0,90.99,259.96,35.0,2,February
ORD1327,2024-07-10,Coffee Maker,Appliances,Central,1,841.58,841.58,0.0,168.32,841.58,20.0,7,July
ORD1328,2024-02-18,Monitor 24inch,Electronics,West,1,932.98,932.98,0.0,186.6,932.98,20.0,2,February
ORD1329,2024-01-17,Water Bottle,Accessories,Central,1,50.0,50.0,0.15,14.87,42.5,34.99,1,January
ORD1330,2024-06-20,Keyboard,Electronics,Central,1,725.15,725.15,0.1,130.53,652.64,20.0,6,June
ORD1331,2024-08-07,Mouse,Electronics,South,1,1029.68,1029.68,0.0,205.94,1029.68,20.0,8,August
ORD1332,2024-06-06,Printer,Electronics,West,2,818.05,1636.1,0.0,327.22,1636.1,20.0,6,June
ORD1333,2024-02-15,Mouse,Electronics,East,1,843.8,843.8,0.1,151.88,759.42,20.0,2,February
ORD1334,2024-01-06,Paper Ream,Stationery,South,1,282.66,282.66,0.0,98.93,282.66,35.0,1,January
ORD1335,2024-04-08,Desk Organizer,Furniture,East,1,942.44,942.44,0.0,188.49,942.44,20.0,4,April
ORD1336,2024-08-20,Paper Ream,Stationery,Central,1,186.32,186.32,0.15,55.43,158.37,35.0,8,August
ORD1337,2024-02-06,Mouse,Electronics,South,1,709.49,709.49,0.15,120.61,603.07,20.0,2,February
ORD1338,2024-10-06,Desk Lamp,Furniture,West,1,838.56,838.56,0.0,167.71,838.56,20.0,10,October
ORD1339,2024-12-14,Pen Set,Stationery,East,2,200.63,401.26,0.1,126.4,361.13,35.0,12,December
ORD1340,2024-10-28,Office Chair,Furniture,East,1,942.74,942.74,0.05,179.12,895.6,20.0,10,October
ORD1341,2024-06-29,Monitor 24inch,Electronics,East,2,652.69,1305.38,0.05,248.02,1240.11,20.0,6,June
ORD1342,2024-04-04,Headphones,Electronics,Central,1,781.99,781.99,0.0,156.4,781.99,20.0,4,April
ORD1343,2024-04-08,Pen Set,Stationery,South,1,165.07,165.07,0.0,57.77,165.07,35.0,4,April
ORD1344,2024-07-06,Stapler,Stationery,South,1,341.34,341.34,0.0,119.47,341.34,35.0,7,July
ORD1345,2024-04-25,Keyboard,Electronics,South,1,698.36,698.36,0.0,139.67,698.36,20.0,4,April
ORD1346,2024-07-09,Printer,Electronics,South,1,997.04,997.04,0.0,199.41,997.04,20.0,7,July
ORD1347,2024-09-09,Pen Set,Stationery,West,1,271.18,271.18,0.0,94.91,271.18,35.0,9,September
ORD1348,2024-06-09,Keyboard,Electronics,East,2,500.07,1000.14,0.0,200.03,1000.14,20.0,6,June
ORD1349,2024-09-12,Coffee Maker,Appliances,West,1,1074.91,1074.91,0.0,214.98,1074.91,20.0,9,September
ORD1350,2024-11-18,Keyboard,Electronics,North,1,922.71,922.71,0.0,184.54,922.71,20.0,11,November
ORD1351,2024-05-07,Office Chair,Furniture,West,2,1092.77,2185.54,0.05,415.25,2076.26,20.0,5,May
ORD1352,2024-01-18,Keyboard,Electronics,Central,2,891.07,1782.14,0.0,356.43,1782.14,20.0,1,January
ORD1353,2024-10-07,Printer,Electronics,North,3,833.74,2501.22,0.0,500.24,2501.22,20.0,10,October
ORD1354,2024-08-10,Desk Organizer,Furniture,Central,3,709.52,2128.56,0.0,425.71,2128.56,20.0,8,August
ORD1355,2024-02-23,Keyboard,Electronics,West,1,766.32,766.32,0.0,153.26,766.32,20.0,2,February
ORD1356,2024-02-27,Notebook,Stationery,East,1,171.59,171.59,0.0,60.06,171.59,35.0,2,February
ORD1357,2024-11-18,Desk Lamp,Furniture,West,1,967.04,967.04,0.05,183.74,918.69,20.0,11,November
ORD1358,2024-12-25,Desk Organizer,Furniture,West,1,682.1,682.1,0.0,136.42,682.1,20.0,12,December
ORD1359,2024-06-22,Coffee Maker,Appliances,Central,1,773.04,773.04,0.0,154.61,773.04,20.0,6,June
ORD1360,2024-10-06,Paper Ream,Stationery,Central,1,77.84,77.84,0.0,27.24,77.84,34.99,10,October
ORD1361,2024-04-23,Headphones,Electronics,South,1,838.37,838.37,0.15,142.52,712.61,20.0,4,April
ORD1362,2024-10-14,Mouse,Electronics,South,1,826.87,826.87,0.0,165.37,826.87,20.0,10,October
ORD1363,2024-12-07,Desk Lamp,Furniture,West,1,963.7,963.7,0.15,163.83,819.14,20.0,12,December
ORD1364,2024-05-30,Mouse,Electronics,North,1,805.86,805.86,0.0,161.17,805.86,20.0,5,May
ORD1365,2024-05-06,Keyboard,Electronics,East,1,804.87,804.87,0.0,160.97,804.87,20.0,5,May
ORD1366,2024-06-03,Backpack,Accessories,West,1,50.0,50.0,0.05,16.62,47.5,34.99,6,June
ORD1367,2024-09-29,Printer,Electronics,South,1,716.85,716.85,0.05,136.2,681.01,20.0,9,September
ORD1368,2024-04-13,Desk Organizer,Furniture,West,1,719.18,719.18,0.0,143.84,719.18,20.0,4,April
ORD1369,2024-10-25,Headphones,Electronics,South,1,833.48,833.48,0.0,166.7,833.48,20.0,10,October
ORD1370,2024-09-02,Water Bottle,Accessories,Central,1,226.05,226.05,0.0,79.12,226.05,35.0,9,September
ORD1371,2024-06-24,Notebook,Stationery,West,1,199.66,199.66,0.0,69.88,199.66,35.0,6,June
ORD1372,2024-02-08,Water Bottle,Accessories,Central,1,265.67,265.67,0.0,92.98,265.67,35.0,2,February
ORD1373,2024-06-18,Backpack,Accessories,North,1,415.26,415.26,0.0,145.34,415.26,35.0,6,June
ORD1374,2024-09-03,Pen Set,Stationery,West,1,53.56,53.56,0.0,18.75,53.56,35.01,9,September
ORD1375,2024-01-26,Stapler,Stationery,West,2,346.69,693.38,0.0,242.68,693.38,35.0,1,January
ORD1376,2024-12-20,Stapler,Stationery,North,5,218.28,1091.4,0.0,381.99,1091.4,35.0,12,December
ORD1377,2024-11-01,Desk Lamp,Furniture,West,1,995.41,995.41,0.0,199.08,995.41,20.0,11,November
ORD1378,2024-01-13,Monitor 24inch,Electronics,South,2,730.2,1460.4,0.0,292.08,1460.4,20.0,1,January
ORD1379,2024-11-11,Mouse,Electronics,East,1,678.23,678.23,0.0,135.65,678.23,20.0,11,November
ORD1380,2024-11-08,Monitor 24inch,Electronics,West,1,828.05,828.05,0.1,149.05,745.24,20.0,11,November
ORD1381,2024-02-05,Desk Lamp,Furniture,West,1,613.29,613.29,0.0,122.66,613.29,20.0,2,February
ORD1382,2024-06-21,Desk Lamp,Furniture,North,1,947.32,947.32,0.15,161.04,805.22,20.0,6,June
ORD1383,2024-01-20,Mouse,Electronics,North,1,654.84,654.84,0.0,130.97,654.84,20.0,1,January
ORD1384,2024-11-16,Printer,Electronics,Central,2,715.4,1430.8,0.0,286.16,1430.8,20.0,11,November
ORD1385,2024-09-20,Notebook,Stationery,East,4,143.31,573.24,0.0,200.63,573.24,35.0,9,September
ORD1386,2024-05-21,Office Chair,Furniture,North,1,820.32,820.32,0.0,164.06,820.32,20.0,5,May
ORD1387,2024-05-22,Paper Ream,Stationery,North,1,50.0,50.0,0.05,16.62,47.5,34.99,5,May
ORD1388,2024-04-01,Paper Ream,Stationery,North,1,280.96,280.96,0.1,88.5,252.86,35.0,4,April
ORD1389,2024-12-19,Office Chair,Furniture,South,1,873.1,873.1,0.0,174.62,873.1,20.0,12,December
ORD1390,2024-11-17,Desk Organizer,Furniture,North,1,945.57,945.57,0.0,189.11,945.57,20.0,11,November
ORD1391,2024-10-14,Water Bottle,Accessories,South,1,167.01,167.01,0.0,58.45,167.01,35.0,10,October
ORD1392,2024-08-02,Office Chair,Furniture,South,2,816.02,1632.04,0.05,310.09,1550.44,20.0,8,August
ORD1393,2024-12-07,Mouse,Electronics,North,2,781.7,1563.4,0.0,312.68,1563.4,20.0,12,December
ORD1394,2024-02-20,Water Bottle,Accessories,South,1,55.68,55.68,0.0,19.49,55.68,35.0,2,February
ORD1395,2024-06-01,Mouse,Electronics,East,3,640.25,1920.75,0.0,384.15,1920.75,20.0,6,June
ORD1396,2024-07-04,Paper Ream,Stationery,East,1,50.0,50.0,0.0,17.5,50.0,35.0,7,July
ORD1397,2024-03-03,Stapler,Stationery,Central,1,50.0,50.0,0.1,15.75,45.0,35.0,3,March
ORD1398,2024-07-08,Water Bottle,Accessories,North,1,159.82,159.82,0.0,55.94,159.82,35.0,7,July
ORD1399,2024-05-04,Paper Ream,Stationery,South,2,138.13,276.26,0.1,87.02,248.63,35.0,5,May
ORD1400,2024-05-29,Desk Lamp,Furniture,North,2,719.83,1439.66,0.0,287.93,1439.66,20.0,5,May
ORD1401,2024-11-09,Water Bottle,Accessories,North,1,269.05,269.05,0.0,94.17,269.05,35.0,11,November
ORD1402,2024-02-27,Headphones,Electronics,East,1,803.38,803.38,0.0,160.68,803.38,20.0,2,February
ORD1403,2024-12-07,Water Bottle,Accessories,West,2,148.91,297.82,0.0,104.24,297.82,35.0,12,December
ORD1404,2024-10-31,Keyboard,Electronics,South,2,797.0,1594.0,0.0,318.8,1594.0,20.0,10,October
ORD1405,2024-06-28,Pen Set,Stationery,Central,2,248.13,496.26,0.0,173.69,496.26,35.0,6,June
ORD1406,2024-06-18,Printer,Electronics,South,1,672.19,672.19,0.0,134.44,672.19,20.0,6,June
ORD1407,2024-11-21,Pen Set,Stationery,East,1,113.37,113.37,0.0,39.68,113.37,35.0,11,November
ORD1408,2024-09-27,Desk Organizer,Furniture,Central,1,806.8,806.8,0.15,137.16,685.78,20.0,9,September
ORD1409,2024-02-23,Paper Ream,Stationery,North,1,213.56,213.56,0.0,74.75,213.56,35.0,2,February
ORD1410,2024-04-10,Paper Ream,Stationery,Central,1,50.0,50.0,0.0,17.5,50.0,35.0,4,April
ORD1411,2024-09-20,Paper Ream,Stationery,North,1,132.71,132.71,0.0,46.45,132.71,35.0,9,September
ORD1412,2024-02-22,Monitor 24inch,Electronics,Central,1,774.39,774.39,0.0,154.88,774.39,20.0,2,February
ORD1413,2024-02-29,Keyboard,Electronics,East,5,978.89,4894.45,0.0,978.89,4894.45,20.0,2,February
ORD1414,2024-04-17,Pen Set,Stationery,Central,1,76.39,76.39,0.0,26.74,76.39,35.0,4,April
ORD1415,2024-01-05,Backpack,Accessories,East,1,113.7,113.7,0.0,39.8,113.7,35.0,1,January
ORD1416,2024-04-12,Notebook,Stationery,West,5,202.43,1012.15,0.0,354.25,1012.15,35.0,4,April
ORD1417,2024-07-14,Desk Organizer,Furniture,West,1,942.88,942.88,0.0,188.58,942.88,20.0,7,July
ORD1418,2024-09-18,Pen Set,Stationery,West,1,50.0,50.0,0.0,17.5,50.0,35.0,9,September
ORD1419,2024-12-30,Monitor 24inch,Electronics,West,1,773.03,773.03,0.05,146.88,734.38,20.0,12,December
ORD1420,2024-12-15,Printer,Electronics,South,2,730.82,1461.64,0.0,292.33,1461.64,20.0,12,December
ORD1421,2024-02-16,Keyboard,Electronics,South,1,489.07,489.07,0.05,92.92,464.62,20.0,2,February
ORD1422,2024-12-20,Printer,Electronics,Central,1,622.53,622.53,0.0,124.51,622.53,20.0,12,December
ORD1423,2024-11-06,Backpack,Accessories,East,1,172.0,172.0,0.15,51.17,146.2,35.0,11,November
ORD1424,2024-11-03,Water Bottle,Accessories,Central,2,148.16,296.32,0.0,103.71,296.32,35.0,11,November
ORD1425,2024-05-23,Paper Ream,Stationery,West,1,219.51,219.51,0.0,76.83,219.51,35.0,5,May
ORD1426,2024-09-25,Mouse,Electronics,West,2,796.72,1593.44,0.0,318.69,1593.44,20.0,9,September
ORD1427,2024-05-03,Desk Organizer,Furniture,Central,1,688.01,688.01,0.05,130.72,653.61,20.0,5,May
ORD1428,2024-04-15,Desk Lamp,Furniture,East,1,635.37,635.37,0.0,127.07,635.37,20.0,4,April
ORD1429,2024-06-06,Desk Organizer,Furniture,South,2,606.37,1212.74,0.1,218.29,1091.47,20.0,6,June
ORD1430,2024-05-26,Desk Organizer,Furniture,North,4,719.71,2878.84,0.0,575.77,2878.84,20.0,5,May
ORD1431,2024-05-24,Desk Lamp,Furniture,West,1,924.79,924.79,0.0,184.96,924.79,20.0,5,May
ORD1432,2024-04-29,Office Chair,Furniture,West,2,1058.88,2117.76,0.0,423.55,2117.76,20.0,4,April
ORD1433,2024-11-14,Water Bottle,Accessories,Central,2,77.31,154.62,0.0,54.12,154.62,35.0,11,November
ORD1434,2024-10-01,Backpack,Accessories,West,1,153.84,153.84,0.0,53.84,153.84,35.0,10,October
ORD1435,2024-04-01,Monitor 24inch,Electronics,North,2,709.59,1419.18,0.0,283.84,1419.18,20.0,4,April
ORD1436,2024-02-27,Mouse,Electronics,East,1,756.16,756.16,0.0,151.23,756.16,20.0,2,February
ORD1437,2024-12-11,Stapler,Stationery,West,1,172.16,172.16,0.15,51.22,146.34,35.0,12,December
ORD1438,2024-08-16,Office Chair,Furniture,East,2,638.34,1276.68,0.0,255.34,1276.68,20.0,8,August
ORD1439,2024-04-26,Paper Ream,Stationery,East,2,50.0,100.0,0.0,35.0,100.0,35.0,4,April
ORD1440,2024-11-13,Monitor 24inch,Electronics,East,1,942.28,942.28,0.0,188.46,942.28,20.0,11,November
ORD1441,2024-10-05,Headphones,Electronics,Central,1,886.27,886.27,0.0,177.25,886.27,20.0,10,October
ORD1442,2024-05-06,Printer,Electronics,East,4,919.53,3678.12,0.0,735.62,3678.12,20.0,5,May
ORD1443,2024-05-08,Coffee Maker,Appliances,North,1,709.18,709.18,0.0,141.84,709.18,20.0,5,May
ORD1444,2024-02-27,Coffee Maker,Appliances,South,1,959.38,959.38,0.0,191.88,959.38,20.0,2,February
ORD1445,2024-05-01,Pen Set,Stationery,South,1,216.75,216.75,0.0,75.86,216.75,35.0,5,May
ORD1446,2024-01-01,Printer,Electronics,West,4,722.78,2891.12,0.15,491.49,2457.45,20.0,1,January
ORD1447,2024-08-26,Mouse,Electronics,Central,1,911.34,911.34,0.0,182.27,911.34,20.0,8,August
ORD1448,2024-10-16,Paper Ream,Stationery,South,2,214.6,429.2,0.0,150.22,429.2,35.0,10,October
ORD1449,2024-04-05,Printer,Electronics,West,1,928.7,928.7,0.1,167.17,835.83,20.0,4,April
ORD1450,2024-05-05,Backpack,Accessories,West,1,50.0,50.0,0.0,17.5,50.0,35.0,5,May
ORD1451,2024-04-27,Mouse,Electronics,North,1,564.04,564.04,0.1,101.53,507.64,20.0,4,April
ORD1452,2024-02-17,Pen Set,Stationery,East,1,123.45,123.45,0.1,38.89,111.1,35.0,2,February
ORD1453,2024-03-29,Office Chair,Furniture,West,1,766.78,766.78,0.0,153.36,766.78,20.0,3,March
ORD1454,2024-08-24,Printer,Electronics,South,2,779.95,1559.9,0.05,296.38,1481.9,20.0,8,August
ORD1455,2024-09-28,Desk Lamp,Furniture,Central,1,833.91,833.91,0.05,158.44,792.21,20.0,9,September
ORD1456,2024-07-07,Monitor 24inch,Electronics,West,2,879.55,1759.1,0.0,351.82,1759.1,20.0,7,July
ORD1457,2024-07-10,Coffee Maker,Appliances,Central,1,940.82,940.82,0.15,159.94,799.7,20.0,7,July
ORD1458,2024-03-09,Monitor 24inch,Electronics,West,3,847.96,2543.88,0.05,483.34,2416.69,20.0,3,March
ORD1459,2024-10-04,Printer,Electronics,Central,1,721.84,721.84,0.0,144.37,721.84,20.0,10,October
ORD1460,2024-12-14,Monitor 24inch,Electronics,East,2,837.06,1674.12,0.0,334.82,1674.12,20.0,12,December
ORD1461,2024-09-03,Printer,Electronics,West,1,1004.27,1004.27,0.0,200.85,1004.27,20.0,9,September
ORD1462,2024-03-16,Desk Lamp,Furniture,East,1,890.4,890.4,0.0,178.08,890.4,20.0,3,March
ORD1463,2024-06-02,Desk Lamp,Furniture,South,2,845.74,1691.48,0.0,338.3,1691.48,20.0,6,June
ORD1464,2024-05-23,Pen Set,Stationery,South,1,124.92,124.92,0.05,41.54,118.67,35.0,5,May
ORD1465,2024-03-26,Monitor 24inch,Electronics,North,1,697.94,697.94,0.0,139.59,697.94,20.0,3,March
ORD1466,2024-07-03,Printer,Electronics,Central,2,656.49,1312.98,0.0,262.6,1312.98,20.0,7,July
ORD1467,2024-10-11,Paper Ream,Stationery,South,2,203.35,406.7,0.0,142.34,406.7,35.0,10,October
ORD1468,2024-08-07,Office Chair,Furniture,South,1,705.81,705.81,0.15,119.99,599.94,20.0,8,August
ORD1469,2024-03-09,Printer,Electronics,West,1,877.79,877.79,0.0,175.56,877.79,20.0,3,March
ORD1470,2024-02-16,Desk Lamp,Furniture,Central,1,886.69,886.69,0.15,150.74,753.69,20.0,2,February
ORD1471,2024-04-03,Paper Ream,Stationery,Central,1,105.26,105.26,0.0,36.84,105.26,35.0,4,April
ORD1472,2024-08-25,Water Bottle,Accessories,East,2,176.96,353.92,0.0,123.87,353.92,35.0,8,August
ORD1473,2024-07-22,Pen Set,Stationery,South,1,261.91,261.91,0.0,91.67,261.91,35.0,7,July
ORD1474,2024-08-05,Desk Lamp,Furniture,South,1,616.92,616.92,0.05,117.21,586.07,20.0,8,August
ORD1475,2024-12-06,Monitor 24inch,Electronics,South,1,951.51,951.51,0.0,190.3,951.51,20.0,12,December
ORD1476,2024-02-08,Desk Lamp,Furniture,North,1,732.29,732.29,0.0,146.46,732.29,20.0,2,February
ORD1477,2024-04-09,Printer,Electronics,Central,1,822.15,822.15,0.0,164.43,822.15,20.0,4,April
ORD1478,2024-10-15,Stapler,Stationery,East,1,272.89,272.89,0.0,95.51,272.89,35.0,10,October
ORD1479,2024-09-10,Notebook,Stationery,North,2,221.1,442.2,0.0,154.77,442.2,35.0,9,September
ORD1480,2024-08-09,Coffee Maker,Appliances,East,1,779.58,779.58,0.05,148.12,740.6,20.0,8,August
ORD1481,2024-12-22,Printer,Electronics,South,2,745.61,1491.22,0.05,283.33,1416.66,20.0,12,December
ORD1482,2024-01-23,Backpack,Accessories,West,1,50.0,50.0,0.0,17.5,50.0,35.0,1,January
ORD1483,2024-09-06,Pen Set,Stationery,North,1,126.76,126.76,0.0,44.37,126.76,35.0,9,September
ORD1484,2024-01-10,Water Bottle,Accessories,East,1,331.61,331.61,0.15,98.65,281.87,35.0,1,January
ORD1485,2024-09-02,Mouse,Electronics,West,3,875.7,2627.1,0.0,525.42,2627.1,20.0,9,September
ORD1486,2024-11-20,Mouse,Electronics,East,1,946.52,946.52,0.0,189.3,946.52,20.0,11,November
ORD1487,2024-04-09,Stapler,Stationery,North,1,219.85,219.85,0.05,73.1,208.86,35.0,4,April
